snapshot_date,dataset,location_id,name,provider_id,address_1,address_2,town,county,provider_postcode,organisation_name,brand_name,city,town,district,organisation_postcode,capacity,in-house,nursing_flag,domiciliary_flag,residential_flag,all_care_flag,nursing_client_count,nursing_chc_client_count,nursing_agreement_count,nursing_chc_agreement_count,domiciliary_client_count,domiciliary_chc_client_count,domiciliary_agreement_count,domiciliary_chc_agreement_count,residential_client_count,residential_chc_client_count,residential_agreement_count,residential_chc_agreement_count,all_client_count,all_chc_client_count,all_agreement_count,all_chc_agreement_count,%_of_the_registered_beds_we_buy,occupancy,not_inspected_yet,care_home_service_with_nursing,care_home_service_without_nursing,domiciliary_care_service,children_0-3_years,children_13-18_years,children_4-12_years,dementia,learning_disabilities_or_autistic_spectrum_disorder,mental_health,older_people,people_detained_under_the_mental_health_act,people_who_misuse_drugs_and_alcohol,people_with_an_eating_disorder,physical_disability,sensory_impairment,whole_population,younger_adults,standards_respecting,standards_respecting_levelofconcern,standards_respecting_compliant,standards_consent_to_care,standards_consent_to_care_levelofconcern,standards_consent_to_care_compliant,standards_fees,standards_fees_levelofconcern,standards_fees_compliant,standards_care_and_welfare,standards_care_and_welfare_levelofconcern,standards_care_and_welfare_compliant,standards_nutrition,standards_nutrition_levelofconcern,standards_nutrition_compliant,standards_cooperating,standards_cooporating_levelofconcern,standards_cooperating_compliant,standards_safeguarding,standards_safeguarding_levelofconcern,standards_safeguarding_compliant,standards_cleanliness,standards_cleanliness_levelofconcern,standards_cleanliness_compliant,standards_medicine,standards_medicines_levelofconcern,standards_medicines_compliant,standards_safety_premises,standards_safety_premises_levelofconcern,standards_safety_premises_compliant,standards_safety_equipment,standards_safety_equipment_levelofconcern,standards_safety_equipment_compliant,standards_requirments_workers,standards_requirments_workers_levelofconcern,standards_requirments_workers_compliant,standards_staffing,standards_staffing_levelofconcern,standards_staffing_compliant,standards_supporting_staff,standards_supporting_staff_levelofconcern,standards_supporting_staff_compliant,standards_quality_monitoring,standards_quality_monitoring_levelofconcern,standards_quality_monitoring_compliant,standards_complaints,standards_compliants_levelofconcern,standards_complaints_compliant,standards_other_incidents,standards_other_incidents_levelofconcern,standards_other_incidents_compliant,standards_records,standards_records_levelofconcern,standards_records_compliant,standards_managers,standards_managers_levelofconcern,standards_managers_compliant,standards_notifications,standards_notifications_levelofconcern,standards_notifications_compliant,major_concern,moderate_concern,minor_concern,location_compliance_status,meets_dcc_quality_threshhold,care_home_res_or_nurs,on_home_vacancies_list,new_style_cqc_report
01/02/2015,19,1-1081935584,Nurse Plus and Carer Plus UK Ltd,1-101694498,88 Queen Street,,Newton Abbot,Devon,TQ12 2ET,Nurse Plus and Carer Plus (UK) Limited,Nurse Plus & Carer Plus (UK) Limited,Canterbury,Teignbridge,Southern,CT1 3PP,0,N,N,Y,N,Y,0,0,0,0,102,10,111,10,0,0,0,0,102,10,111,10,0,0,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Yes,N,1,0
01/02/2015,19,1-108552597,Summerleaze Residential Home,1-101614517,Summerleaze,79-81 Salterton Road,Exmouth,Devon,EX8 2EW,Mr & Mrs M Covell,,Exmouth,East Devon,Eastern,EX8 2EW,31,N,N,N,Y,Y,0,0,0,0,0,0,0,0,9,5,16,1,9,5,16,1,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-108950645,Stallcombe House,1-101646746,Sanctuary Lane,Woodbury,Exeter,Devon,EX5 1EX,Stallcombe House Farm Trust,,Exeter,East Devon,Eastern,EX5 1EX,33,N,N,N,Y,Y,0,0,0,0,0,0,0,0,8,5,8,1,8,5,8,1,0,0,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,,,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-109240927,South Lodge,1-101665927,Runnacleave Road,,Ilfracombe,Devon,EX34 8AQ,The Trustees of Susan Day Old People's Home,,Ilfracombe,North Devon,Northern,EX34 8AQ,33,N,N,N,Y,Y,0,0,0,0,0,0,0,0,6,0,8,0,6,0,8,0,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,,,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-109510155,Larkstone Supported Living Limited,1-101685370,"Unit 4, Moxhams Court",12 Silver Street,Barnstaple,Devon,EX32 8HR,Larkstone Supported Living Limited,,Barnstaple,North Devon,Northern,EX32 8HR,0,N,N,Y,N,Y,0,0,0,0,4,5,4,2,0,0,0,0,5,5,4,2,0,0,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,Not Applicable,Compliant,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,,,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliance,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,N,1,0
01/02/2015,19,1-109515355,Mallands Residential Care Home,1-101618392,Odle Hill,Abbotskerswell,Newton Abbot,Devon,TQ12 5NL,Mallands Care Limited,,Newton Abbot,Teignbridge,Southern,TQ12 5NL,38,N,N,Y,Y,Y,0,0,0,0,3,0,4,0,16,5,24,2,19,5,28,2,0,0,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Non Compliant Moderate Impact,Non Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,Compliance,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,Non Compliant Moderate Impact,Non Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliance,Compliant,Requirements relating to workers,Compliance,Compliant,Staffing,Non Compliant Moderate Impact,Non Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Non Compliant Minor Impact,Non Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,3,1,Non Compliant,No,Y,0,0
01/02/2015,19,1-109515783,Radway Lodge Residential Home,1-101645556,Vicarage Road,,Sidmouth,Devon,EX10 8TS,The Radway Lodge Partnership,,Sidmouth,East Devon,Eastern,EX10 8TS,15,N,N,N,Y,Y,0,0,0,0,0,0,0,0,5,0,6,0,5,0,6,0,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliance,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Minor Concern,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliant,Compliant,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliance,Compliant,Assessing and monitoring the quality of service provision,Compliance,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,1
01/02/2015,19,1-1095610252,Stonham Devon Enhanced Community Recovery Service,1-101693325,"Unit 68, Exeter Business Centre","39 Marsh Green Road West, Marsh Barton Trading Estate",Exeter,Devon,EX2 8PN,Home Group Limited,,Newcastle Upon Tyne,Exeter,Eastern,NE12 8ET,0,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Yes,N,1,0
01/02/2015,19,1-109751888,Forge House Services Limited,1-101646218,Forge House,60 Higher Street,Cullompton,Devon,EX15 1AJ,UK Health Care Group Limited,,Exeter,Mid Devon,Eastern,EX2 7DR,11,N,N,N,Y,Y,0,0,0,0,0,0,0,0,6,5,6,3,6,5,6,3,0,0,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-109751906,Seabrook House Limited,1-101646218,Seabrook Court,Topsham Road,Exeter,Devon,EX2 7DR,UK Health Care Group Limited,,Exeter,Exeter,Eastern,EX2 7DR,26,N,N,N,Y,Y,0,0,0,0,0,0,0,0,19,0,31,0,19,0,31,0,0,0,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,,,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliance,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-110064258,Belmont Grange Residential Home,1-101619040,5-6 Belmont Road,,Ilfracombe,Devon,EX34 8DR,Belmont Care (Devon) Limited,,Dorchester,North Devon,Northern,DT1 3SU,25,N,N,N,Y,Y,0,0,0,0,0,0,0,0,9,0,12,0,9,0,12,0,0,0,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Minor Concern,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Non Compliant Minor Impact,Non Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliance,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,1,Non Compliant,Yes,Y,0,0
01/02/2015,19,1-110064427,Pennsylvania House,1-101627699,7-9 Powderham Crescent,,Exeter,Devon,EX4 6DA,YMICARE Limited,,Exeter,Exeter,Eastern,EX4 6DA,25,N,N,N,Y,Y,0,0,0,0,0,0,0,0,24,5,26,3,24,5,26,3,0,0,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliance,Compliant,Cooperating with other providers,Compliance,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Non Compliant Moderate Impact,Non Compliant,"Safety, availability and suitability of equipment",Compliance,Compliant,Requirements relating to workers,Compliant,Compliant,Staffing,Compliance,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,1,0,Non Compliant,No,Y,0,0
01/02/2015,19,1-110174501,Ridgeway Residential Home,1-101706831,Salcombe Hill Road,,Sidmouth,Devon,EX10 8JR,Ridgeway Residential Home Partnership,,Sidmouth,East Devon,Eastern,EX10 8JR,16,N,N,N,Y,Y,0,0,0,0,0,0,0,0,7,5,12,1,7,5,12,1,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliance,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliance,Compliant,Cooperating with other providers,Compliance,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliance,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliance,Compliant,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliance,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,Compliance,Compliant,Requirements relating to registered managers,Minor Concern,Compliant,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-110277638,Harcombe Valley Care Limited,1-101694384,Trusley,3 Manstone Close,Sidmouth,Devon,EX10 9TZ,Harcombe Valley Care Limited,,Sidmouth,East Devon,Eastern,EX10 9TZ,0,N,N,Y,N,Y,0,0,0,0,5,5,8,2,0,0,0,0,5,5,8,2,0,0,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,,,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,N,1,0
